node_id,lat,lon,out_degree,in_degree
513,55.125,306.875,181,232
514,55.125,308.875,113,246
515,55.125,310.875,59,136
516,55.125,312.875,151,212
517,55.125,314.875,157,247
518,55.125,316.875,137,203
519,55.125,318.875,92,183
520,55.125,320.875,192,288
521,55.125,322.875,326,374
522,55.125,324.875,163,197
523,55.125,326.875,283,332
524,55.125,328.875,365,344
525,55.125,330.875,300,310
526,55.125,332.875,212,170
527,55.125,334.875,191,243
528,55.125,336.875,243,290
529,55.125,338.875,51,83
530,55.125,340.875,93,150
531,55.125,342.875,31,55
532,55.125,344.875,46,53
533,55.125,346.875,58,64
534,55.125,348.875,31,46
535,55.125,350.875,59,60
536,55.125,352.875,40,45
537,55.125,354.875,35,39
538,55.125,356.875,74,111
539,55.125,358.875,13,21
540,53.125,0.875,49,33
541,53.125,2.875,21,19
542,53.125,4.875,22,24
543,53.125,6.875,31,20
544,53.125,8.875,31,23
545,53.125,10.875,28,22
546,53.125,12.875,47,53
547,53.125,14.875,23,18
548,53.125,16.875,20,11
549,53.125,18.875,43,34
550,53.125,20.875,19,12
551,53.125,22.875,60,40
552,53.125,24.875,45,27
553,53.125,26.875,49,23
554,53.125,28.875,58,36
555,53.125,30.875,134,68
556,53.125,32.875,26,12
557,53.125,34.875,96,70
558,53.125,36.875,38,29
559,53.125,38.875,25,17
560,53.125,40.875,27,16
561,53.125,42.875,26,14
562,53.125,44.875,44,68
563,53.125,46.875,58,52
564,53.125,48.875,44,34
565,53.125,50.875,47,37
566,53.125,52.875,44,29
567,53.125,54.875,48,31
568,53.125,56.875,24,3
569,53.125,58.875,48,46
570,53.125,60.875,68,62
571,53.125,62.875,33,26
572,53.125,64.875,22,21
573,53.125,66.875,19,26
574,53.125,68.875,40,41
575,53.125,70.875,58,55
576,53.125,72.875,60,72
577,53.125,74.875,24,25
578,53.125,76.875,59,67
579,53.125,78.875,49,55
580,53.125,80.875,62,76
581,53.125,82.875,43,66
582,53.125,84.875,31,49
583,53.125,86.875,20,28
584,53.125,88.875,16,23
585,53.125,90.875,23,22
586,53.125,92.875,16,28
587,53.125,94.875,13,25
588,53.125,96.875,18,19
589,53.125,98.875,39,35
590,53.125,100.875,149,128
591,53.125,102.875,57,53
592,53.125,104.875,48,31
593,53.125,106.875,35,18
594,53.125,108.875,13,5
595,53.125,110.875,36,27
596,53.125,112.875,30,0
597,53.125,114.875,41,11
598,53.125,116.875,38,10
599,53.125,118.875,28,16
600,53.125,120.875,16,10
601,53.125,122.875,6,3
602,53.125,124.875,6,8
603,53.125,126.875,3,9
604,53.125,128.875,1,5
605,53.125,130.875,0,3
606,53.125,132.875,0,5
607,53.125,134.875,0,0
608,53.125,136.875,0,0
609,53.125,138.875,0,0
610,53.125,140.875,0,0
611,53.125,142.875,0,0
612,53.125,144.875,0,0
613,53.125,146.875,0,1
614,53.125,148.875,0,7
615,53.125,150.875,6,15
616,53.125,152.875,8,27
617,53.125,154.875,6,2
618,53.125,156.875,0,15
619,53.125,158.875,3,30
620,53.125,160.875,24,60
621,53.125,162.875,23,57
622,53.125,164.875,17,49
623,53.125,166.875,50,116
624,53.125,168.875,75,117
625,53.125,170.875,50,110
626,53.125,172.875,57,110
627,53.125,174.875,191,252
628,53.125,176.875,219,253
629,53.125,178.875,76,137
630,53.125,180.875,133,192
631,53.125,182.875,66,137
632,53.125,184.875,143,222
633,53.125,186.875,138,224
634,53.125,188.875,123,160
635,53.125,190.875,97,128
636,53.125,192.875,70,82
637,53.125,194.875,83,101
638,53.125,196.875,166,187
639,53.125,198.875,295,351
640,53.125,200.875,317,290
641,53.125,202.875,197,218
642,53.125,204.875,123,155
643,53.125,206.875,149,194
644,53.125,208.875,183,226
645,53.125,210.875,184,236
646,53.125,212.875,145,151
647,53.125,214.875,73,81
648,53.125,216.875,151,164
649,53.125,218.875,145,173
650,53.125,220.875,268,247
651,53.125,222.875,333,321
652,53.125,224.875,121,135
653,53.125,226.875,51,90
654,53.125,228.875,65,97
655,53.125,230.875,23,35
656,53.125,232.875,18,18
657,53.125,234.875,30,15
658,53.125,236.875,36,34
659,53.125,238.875,29,21
660,53.125,240.875,30,22
661,53.125,242.875,30,15
662,53.125,244.875,20,7
663,53.125,246.875,4,1
664,53.125,248.875,73,38
665,53.125,250.875,225,237
666,53.125,252.875,108,91
667,53.125,254.875,253,293
668,53.125,256.875,124,142
669,53.125,258.875,167,154
670,53.125,260.875,155,165
671,53.125,262.875,334,267
672,53.125,264.875,267,209
673,53.125,266.875,164,110
674,53.125,268.875,167,122
675,53.125,270.875,97,79
676,53.125,272.875,122,119
677,53.125,274.875,145,166
678,53.125,276.875,184,228
679,53.125,278.875,134,181
680,53.125,280.875,55,113
681,53.125,282.875,77,134
682,53.125,284.875,158,228
683,53.125,286.875,75,146
684,53.125,288.875,152,193
685,53.125,290.875,208,249
686,53.125,292.875,52,91
687,53.125,294.875,37,86
688,53.125,296.875,37,115
689,53.125,298.875,46,110
690,53.125,300.875,82,140
691,53.125,302.875,30,83
692,53.125,304.875,128,196
693,53.125,306.875,414,469
694,53.125,308.875,437,548
695,53.125,310.875,507,584
696,53.125,312.875,451,546
697,53.125,314.875,216,306
698,53.125,316.875,385,523
699,53.125,318.875,315,413
700,53.125,320.875,137,206
701,53.125,322.875,251,323
702,53.125,324.875,210,269
703,53.125,326.875,356,299
704,53.125,328.875,302,329
705,53.125,330.875,376,339
706,53.125,332.875,306,311
707,53.125,334.875,199,254
708,53.125,336.875,106,199
709,53.125,338.875,47,69
710,53.125,340.875,95,107
711,53.125,342.875,69,67
712,53.125,344.875,50,49
713,53.125,346.875,75,56
714,53.125,348.875,149,131
715,53.125,350.875,41,39
716,53.125,352.875,48,41
717,53.125,354.875,50,44
718,53.125,356.875,59,57
719,53.125,358.875,51,55
720,51.125,0.875,19,26
721,51.125,2.875,35,37
722,51.125,4.875,29,21
723,51.125,6.875,7,6
724,51.125,8.875,11,16
725,51.125,10.875,18,13
726,51.125,12.875,5,12
727,51.125,14.875,21,16
728,51.125,16.875,7,4
729,51.125,18.875,8,15
730,51.125,20.875,31,21
731,51.125,22.875,44,29
732,51.125,24.875,39,44
733,51.125,26.875,21,13
734,51.125,28.875,20,15
735,51.125,30.875,49,21
736,51.125,32.875,53,27
737,51.125,34.875,51,36
738,51.125,36.875,33,42
739,51.125,38.875,17,23
740,51.125,40.875,26,37
741,51.125,42.875,18,17
742,51.125,44.875,22,20
743,51.125,46.875,41,61
744,51.125,48.875,47,41
745,51.125,50.875,65,33
746,51.125,52.875,65,46
747,51.125,54.875,70,52
748,51.125,56.875,37,27
749,51.125,58.875,60,43
